province,cityname,record_date,high,low,weather,wd,ws
上海,上海,2022-1-18,11,4,晴,东北风,1
上海,上海,2022-1-19,8,4,多云,东北风,1
上海,上海,2022-1-20,8,3,多云,东风,2
上海,上海,2022-1-21,10,6,多云,东风,1
上海,上海,2022-1-22,-1,-2,阴,东北风,2
上海,上海,2022-1-23,8,6,多云,东北风,2
上海,上海,2022-1-24,9,5,多云,北风,1
上海,上海,2022-1-25,7,5,小雨,北风,1
上海,上海,2022-1-26,7,5,小雨,东北风,2
上海,上海,2022-1-27,6,4,多云,北风,2
上海,上海,2022-1-28,5,3,小雪,北风,1
上海,上海,2022-1-29,6,3,小雪,北风,1
上海,上海,2022-1-30,9,0,晴,北风,2
上海,上海,2022-1-31,8,2,多云,西南风,2
上海,上海,2021-12-1,9,3,多云,北风,1
上海,上海,2021-12-2,11,3,晴,西风,4
上海,上海,2021-12-3,15,1,晴,西风,4
上海,上海,2021-12-4,14,5,多云,东南风,2
上海,上海,2021-12-5,15,9,多云,西风,0
上海,上海,2021-12-6,15,3,多云,东风,3
上海,上海,2021-12-7,9,1,多云,北风,2
上海,上海,2021-12-8,15,11,多云,东北风,1
上海,上海,2021-12-9,12,1,晴,西风,3
上海,上海,2021-12-10,16,6,晴,东北风,2
上海,上海,2021-12-11,16,10,多云,东风,1
上海,上海,2021-12-12,11,5,多云,东风,1
上海,上海,2021-12-13,10,5,晴,北风,0
上海,上海,2021-12-14,13,4,晴,北风,0
上海,上海,2021-12-15,14,12,小雨,东风,1
上海,上海,2021-12-16,12,6,小雨,西北风,2
上海,上海,2021-12-17,3,-2,多云,西风,3
上海,上海,2021-12-18,7,1,晴,西风,1
上海,上海,2021-12-19,9,4,多云,南风,2
上海,上海,2021-12-20,14,7,晴,西南风,2
上海,上海,2021-12-21,15,7,晴,东北风,2
上海,上海,2021-12-22,15,5,晴,东北风,2
上海,上海,2021-12-23,15,10,晴,东北风,1
上海,上海,2021-12-24,14,2,多云,东北风,2
上海,上海,2021-12-25,4,-1,多云,西北风,2
上海,上海,2021-12-26,2,-2,晴,西北风,1
上海,上海,2021-12-27,3,-1,多云,东北风,0
上海,上海,2021-12-28,6,1,多云,东北风,0
上海,上海,2021-12-29,10,1,晴,西南风,1
上海,上海,2021-12-30,9,0,晴,北风,2
上海,上海,2021-12-31,9,4,晴,东风,1
上海,上海,2021-11-1,23,14,多云,东北风,1
上海,上海,2021-11-2,21,12,多云,东风,1
上海,上海,2021-11-3,21,15,晴,东南风,2
上海,上海,2021-11-4,21,17,多云,东南风,2
上海,上海,2021-11-5,19,18,小雨到中雨,东风,2
上海,上海,2021-11-6,20,17,多云,东风,0
上海,上海,2021-11-7,22,5,多云,西北风,2
上海,上海,2021-11-8,9,3,多云,西南风,1
上海,上海,2021-11-9,12,7,多云,西南风,1
上海,上海,2021-11-10,15,8,晴,西北风,3
上海,上海,2021-11-11,15,9,多云,东风,0
上海,上海,2021-11-12,16,9,多云,南风,2
上海,上海,2021-11-13,19,8,晴,南风,1
上海,上海,2021-11-14,21,8,晴,南风,2
上海,上海,2021-11-15,19,12,多云,东南风,2
上海,上海,2021-11-16,19,12,晴,东风,2
上海,上海,2021-11-17,18,13,多云,东北风,1
上海,上海,2021-11-18,20,11,晴,东风,2
上海,上海,2021-11-19,20,10,多云,东风,1
上海,上海,2021-11-20,20,13,多云,东北风,1
上海,上海,2021-11-21,20,8,小雨,西北风,2
上海,上海,2021-11-22,11,1,多云,西北风,1
上海,上海,2021-11-23,9,1,晴,南风,1
上海,上海,2021-11-24,14,8,多云,南风,2
上海,上海,2021-11-25,17,8,晴,西风,1
